q_id,question,question_type,difficulty,ref_answer,ref_evidence,ref_file,ref_page
Q0015,エプコの設計サービスセグメントにおいて、2025年12月期の経常利益が3億45百万円となった背景にある、マイナスの外部要因は何ですか。,answerable,reasoning,新築住宅着工戸数の減少に加え、建築基準法の改正や建築省エネ法の影響による着工戸数のさらなる落ち込み、および円安による中国コストの増加が要因として挙げられています。,新築住宅着工戸数の減少の影響があるのに加え、昨年 4 月に施行された建築基準法の改正や建築省エネ法の影響により住宅着工戸数が更に落ち込むという影響もありました。,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,12
Q0016,エプコグループの2026年12月期通期連結業績予想において、売上高と純利益はそれぞれいくらと見込まれていますか。,answerable,simple,売上高は66億80百万円、純利益は4億85百万円と見込まれています。,2026 年 12 月期の業績予想につきましては、売上高が昨年から+6.9%の 66 億 80 百万円、経常利益が昨年から+29.8％の 6 億 24 百万円、純利益が昨年から＋14.4％の 4 億 85 百万円を見込んでおります。,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,15
Q0017,エプコが2025年12月期実績と2026年12月期計画を比較した際、経常利益の成長率が最も高いと予想されているセグメントはどこですか。,answerable,multi_chunk,再エネサービス事業です（2025年実績2億58百万円から2026年計画3億46百万円へ、34.4%の成長を予測）。,再エネサービスは売上が 10.6％成長の 23 億 27 百万円、経常利益が 34.4％成長の 3 億 46 百万円、メンテナンスサービスは売上が 10.3％成長の 21 億 32 百万円、経常利益が 32.3％成長,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,16
Q0018,エプコの100%子会社であるENE’sが、2026年12月期に施工管理や安全品質管理の要員を強化し、社屋を移転する目的は何ですか。,answerable,reasoning,施工案件数の急増と施工エリアの全国拡大に対応するため、電気工事会社としてのレベルを一段二段引き上げ、競争力を高めて継続的な成長に寄与させることを目的としています。,電気工事会社としてのレベルと一段二段引き上げることを目的として、体制整備を行うものです。具体的には施工管理、安全品質管理を中心とした要員の強化とこれに伴う社屋の移転であります。,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,25
Q0019,エプコが2025年12月期の抽選式株主優待制度において、当選者数を従来の5名から何名に増やしましたか。,answerable,simple,10名に増やしました。,このたび、昨年発表させていただきました通り、今回から、当選者数を５名から 10 名へと倍に増やし、優待品の種類を増やしまして,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,27
Q0020,エプコが2026年12月期以降の配当方針として掲げている、2003年の上場以来一度も実施していない事項は何ですか。,unanswerable,N/A,,,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,
Q0021,エプコが提携している中国の大手管財メーカーLESSOグループとの合弁事業において、2027年度の具体的な売上目標数値はいくらですか。,unanswerable,N/A,,,エプコ_2025年12月期本決算 経営計画説明会 説明内容書き起こし資料 .pdf,
Q0022,株式会社グローバルインフォメーションの2025年12月期における連結売上高は何百万円ですか？,answerable,simple,"2,567百万円です。","2025年12月期 連結売上高 2,567百万円",グローバルＩ_2025年12月期 決算説明資料 .pdf,7
Q0023,株式会社グローバルインフォメーションの連結子会社である株式会社ギブテックの設立年月を教えてください。,answerable,simple,2020年1月です。,設立 2020年1月,グローバルＩ_2025年12月期 決算説明資料 .pdf,5
Q0024,2025年12月期において、株式会社グローバルインフォメーションの「市場調査レポート」事業の売上高が前期比で減少した主な外部要因は何ですか？,answerable,reasoning,トランプ関税等の影響による問合せ減少や、Google検索アルゴリズムの変更による検索エンジン経由のリード数の大幅な減少が影響しました。,第1四半期は好調も第2四半期以降、トランプ関税等の影響により問合せが減少。更に、Google検索アルゴリズムの変更により検索エンジン経由のリード数が大幅に減少したことが影響した。,グローバルＩ_2025年12月期 決算説明資料 .pdf,12
Q0025,中期経営計画「GII Vision 2028」における連結売上高の年平均成長率（CAGR）の目標値は何％に設定されていますか？,answerable,simple,6.2%です。,連結売上高 年平均成長率 6.2%,グローバルＩ_2025年12月期 決算説明資料 .pdf,29
Q0026,株式会社グローバルインフォメーションの2025年12月期末時点における自己資本比率は、2024年12月期末と比較して何ポイント上昇しましたか？,answerable,reasoning,1.5ポイント上昇しました（78.0%から79.5%へ上昇）。,自己資本比率 78.0%（2024年12月期末） 79.5%（2025年12月期末）,グローバルＩ_2025年12月期 決算説明資料 .pdf,16
Q0027,2025年12月期の実績と2026年12月期の予想を比較した際、一株当たり配当金と配当性向はそれぞれどのように変化すると予測されていますか？,answerable,multi_chunk,一株当たり配当金は60.00円から52.00円に減少、配当性向は77%から76%に低下すると予想されています。,一株あたり配当金（円） 60.00（2025年実績） 52.00（2026年予想） 配当性向 77%（2025年実績） 76%（2026年予想）,グローバルＩ_2025年12月期 決算説明資料 .pdf,20
Q0028,株式会社ギブテックが展開する「その他（IoT関連）事業」において、2028年12月期の目標営業利益は何百万円ですか？,answerable,simple,3.1百万円です。,2028年12月期目標 売上高：51百万円、営業利益：3.1百万円,グローバルＩ_2025年12月期 決算説明資料 .pdf,28
Q0029,株式会社グローバルインフォメーションの拠点別売上高において、2025年12月期に唯一前期比でプラス成長（11.6%増）となった拠点はどこですか？,answerable,reasoning,台湾支店です。,日本国内の売上比率約79% 台湾+11.6%、日本-2.9%、韓国-25.4%,グローバルＩ_2025年12月期 決算説明資料 .pdf,13
Q0030,株式会社グローバルインフォメーションが2026年3月時点で提携している具体的な調査会社200社の社名リストを教えてください。,unanswerable,N/A,,,グローバルＩ_2025年12月期 決算説明資料 .pdf,
Q0031,株式会社グローバルインフォメーションの2027年12月期における一株当たり配当金の具体的な予想金額はいくらですか？,unanswerable,N/A,,,グローバルＩ_2025年12月期 決算説明資料 .pdf,
Q0032,セガサミーの2026年3月期第3四半期決算において、Rovioののれん等に関して計上された減損損失の金額は約いくらですか？,answerable,simple,約313億円（約229百万ユーロ）です。,約229百万ユーロ（約313億円）の減損損失を計上,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,4
Q0033,セガサミーが2026年3月期第3四半期に実施した、キャピタルアロケーション方針の見直しに伴う自己株式取得の実施額を教えてください。,answerable,simple,200億円です。,200億円の自己株式取得を実施,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,3
Q0034,セガサミーのゲーミング事業において、2026年3月期末に約150億円の減損損失計上を見込んでいる企業はどこですか？,answerable,simple,Stakelogicです。,Stakelogic：約150億円を想定*（期末計上見込み）,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,3
Q0035,セガサミーの2026年3月期第3四半期実績において、エンタテインメントコンテンツ事業の売上高と営業利益に対する為替の押し上げ影響はそれぞれ何億円ですか？,answerable,simple,売上高は約21億円、営業利益は約2億円の押し上げ影響がありました。,エンタテインメントコンテンツ事業において、売上高約21億円の押し上げ、営業利益約2億円の押し上げ影響,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,9
Q0036,セガサミーの遊技機事業における2026年3月期の通期見通し（2/13修正）では、パチスロとパチンコの合計販売台数は何台と予想されていますか？,answerable,reasoning,"233,000台です（パチスロ136,000台、パチンコ97,000台の合計）。","パチスロ 販売台数(台) 136,000 パチンコ 販売台数（台） 97,000",セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,22
Q0037,Rovioの効率化施策において、5年後を目標としているアプリ外決済比率の数値は何％ですか？,answerable,simple,30％です。,5年後にRovioタイトルのアプリ外決済比率30％を目指す,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,37
Q0038,セガサミーの2026年3月期第3四半期決算において、連結の親会社株主に帰属する当期純利益が赤字となった主な要因を、特別損失の項目と関連付けて説明してください。,answerable,multi_chunk,Rovioののれん等の減損損失（約313億円）を含む事業特別損失を計上したことが主な要因です。第3四半期累計の特別損失は362億円に達し、結果として当期純利益は168億円の赤字となりました。,減損実施に伴う特別損失計上 親会社株主に帰属する当期純利益 -168 特別損失 362,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,"3,5,8"
Q0039,セガサミーが「B2Bオムニチャネルソリューションプロバイダー」を目指すロードマップにおいて、STEP 1で買収した2社はどこですか？,answerable,simple,GANとStakelogicです。,STEP 1 GAN、Stakelogic買収,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,43
Q0040,セガサミーのコンシューマ分野において、2026年2月12日に発売が予定されている「龍が如く」シリーズの新作タイトル名をすべて挙げてください。,answerable,reasoning,『龍が如く 極３』と『龍が如く３外伝 Dark Ties』です。,龍が如く 極３ / 龍が如く３外伝 Dark Ties (2026/2/12),セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,21
Q0041,セガサミーが2027年3月期以降に計画している、カジノを含む統合型リゾート（IR）の日本国内での具体的な建設予定地と総投資額はいくらですか？,unanswerable,N/A,,,セガサミーＨＤ_2026年3月期 第3四半期決算プレゼンテーション .pdf,
Q0042,ティーライフ株式会社の2026年7月期第2四半期における連結売上高の実績は何百万円ですか？,answerable,simple,"5,329百万円です。","2026年7月期 第2四半期 実績 売上高 5,329",ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,4
Q0043,ティーライフの2026年7月期第2四半期決算において、ウェルネス事業のセグメント利益が前年同期比で大幅に減少した主な要因は何ですか？,answerable,reasoning,原材料費や配送費等の上昇により事業コストが増加したことに加え、テレビショッピング向けの卸売販売の低迷やECモールの競争激化による外部仕入商品の販売不振が要因です。,原材料費や配送費等の上昇により、ウェルネス事業のコストが増加した結果、営業利益・経常利益ともに減益となった。テレビショッピング向けの卸売販売が低迷した。,ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,"3,5"
Q0044,ティーライフが2025年10月31日に神奈川県茅ヶ崎市にオープンした実店舗の名称と、そのメイン商品を答えてください。,answerable,simple,店舗名は『 TEA LIFE + 』で、ルイボスワインと本マグロのサクをメイン商品としています。,2025年10月31日に新たな実店舗を神奈川県茅ヶ崎市にオープン。ルイボスワインと本マグロのサクをメイン商品に据えて、…フラッグシップ店として『 TEA LIFE + 』の知名度向上を図る。,ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,15
Q0045,ティーライフの2026年7月期通期計画における連結売上高と、中期経営計画（2028年7月期）の目標売上高の差額はいくらですか？,answerable,multi_chunk,"11億1,700万円です（2026年7月期通期計画11,983百万円と2028年7月期目標131億円の差）。","2026年7月期 通期計画 売上高 11,983（百万円）。経営目標(2028年7月期) 連結売上高 131億円。",ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,"9,14"
Q0046,"ティーライフが2025年9月4日に公表した株主優待制度の拡充において、1,000株以上保有する株主の年間優待合計額はいくらになりますか？",answerable,reasoning,"1月末日（新設）の3,000円分と7月末日の3,000円分を合わせて、年間で6,000円分となります。","1,000株以上 1月末日(新設) 3,000円分 7月末日 3,000円分 年間 6,000円分",ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,11
Q0047,ティーライフの2026年7月期第2四半期末における自己資本比率は、前連結会計年度末と比較して何ポイント変化しましたか？,answerable,reasoning,1.2ポイント上昇しました（74.5％となり、+1.2Pの変化）。,自己資本比率 74.5％（＋1.2P）,ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,6
Q0048,ティーライフのロジスティクス事業において、今後の施策として掲げられている新倉庫建設の予定地はどこですか？,answerable,simple,掛川物流センター内の遊休地です。,掛川物流センター内の遊休地を活用した新倉庫の建設に向けたテナント企業の誘致を進めつつ,ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,12
Q0049,ティーライフの2026年7月期における1株当たりの年間配当金予想は、2025年7月期の実績と比較して何円の増減となりますか？,answerable,multi_chunk,10円の減配となります（2025年7月期実績40円に対し、2026年7月期予想は30円）。,配当金 合計 2025年7月期実績 40円 2026年7月期計画 30円（予想）,ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,10
Q0050,ティーライフが静岡県立大学と共同研究を行っているプーアール茶の臨床試験における、具体的な被験者数と試験期間を教えてください。,unanswerable,N/A,,,ティーライフ_2026年７月期　第２四半期（中間期）決算説明資料 .pdf,
Q0051,トビラシステムズ株式会社の2026年10月期第1四半期における売上高と、前年同期比の成長率を教えてください。,answerable,simple,2026年10月期第1四半期の売上高は786百万円で、前年同期比は116.8%（16.8%増）です。,売上高 786百万円 前年同期比 116.8%,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,4
Q0052,トビラシステムズの「トビラフォン Biz」とエントリーモデル「トビラフォン Biz Lite」において、通話録音の保存可能時間はそれぞれ何時間ですか？,answerable,simple,"トビラフォン Bizの通話録音保存可能時間は1,250時間、トビラフォン Biz Liteは350時間です。","通話録音（保存可能時間） トビラフォン Biz：1,250時間 トビラフォン Biz Lite：350時間",トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,7
Q0053,トビラシステムズの2026年10月期第1四半期実績において、営業利益が前年同期比で減少した主な理由は何ですか？,answerable,reasoning,採用や東京オフィスの移転に関連する費用が増加したことが主な要因です。,2026年10月期は採用や移転関連費用等の影響で減益の見通し・2026年1月に東京オフィスを移転し費用が増加,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,4
Q0054,トビラシステムズの「中期経営計画2028」において、2028年10月期の目標売上高60億円のうち、ソリューション事業（ビジネスフォン向け）が占める構成割合は何パーセントですか？,answerable,simple,ソリューション事業（ビジネスフォン向け）の構成割合は47%です。,【ソリューション事業】ビジネスフォン向け 47%,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,15
Q0055,トビラシステムズが提供する「トビラフォン Cloud」の課金ID数は、2025年10月期第4四半期末から2026年10月期第1四半期末にかけて何件増加しましたか？,answerable,reasoning,"1,702件増加しました（11,195件から12,897件への増加）。","課金ID数は前四半期比＋1,702件と着実に積み上がり（グラフ数値：4Q 11,195、1Q 12,897）",トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,31
Q0056,トビラシステムズの2026年10月期第1四半期におけるセグメント別売上高のうち、「固定電話向け」の売上高は前年同期比でどの程度成長しましたか？,answerable,simple,前年同期の54百万円から80百万円へと増加し、前年同期比148.4%（48.4%増）となりました。,固定電話向け 2025年10月期1Q：54 2026年10月期1Q実績：80 前年同期比 148.4％,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,22
Q0057,トビラシステムズの2026年10月期第1四半期末時点における自己資本比率を、2025年10月期末（前期末）と比較して説明してください。,answerable,reasoning,2025年10月期末の48.2%から、2026年10月期第1四半期末には44.7%へと3.5ポイント低下しました。,自己資本比率 2025年10月期（前期末） 48.2% 2026年10月期第1四半期 44.7% 増減額 △3.5pt,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,32
Q0058,トビラシステムズの2026年10月期通期業績予想に対する、第1四半期時点の売上高および営業利益の進捗率はそれぞれ何パーセントですか？,answerable,multi_chunk,売上高の進捗率は23.4%、営業利益の進捗率は28.9%です。,売上高 1Q 786 23.4% 営業利益 1Q 226 28.9 %,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,23
Q0059,トビラシステムズが2026年3月10日に発表した資料に基づき、2026年10月期第2四半期の決算発表予定日を特定してください。,answerable,simple,2026年6月10日（水）を予定しています。,2026年10月期第2四半期の決算発表は、2026年6月10日（水）を予定しております。,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,34
Q0060,トビラシステムズが警察庁推奨認定アプリ「詐欺対策 by NTTタウンページ」に提供している迷惑情報データベースの、具体的なAPI利用料金体系を教えてください。,unanswerable,N/A,,,トビラシステムズ_2026年10月期第１四半期決算説明資料 .pdf,
Q0061,トヨタ自動車の2026年3月期第3四半期累計実績において、営業利益は前年同期と比較してどの程度減少しましたか？,answerable,simple,"前年同期比で4,827億円減少しました。","営業利益 3兆1,967億円 (前年同期比△4,827億円)",トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,3
Q0062,トヨタ自動車の2026年3月期通期見通しにおける、米ドルおよびユーロの前提為替レート（今回見通し）はそれぞれいくらですか？,answerable,simple,米ドルは150円、ユーロは174円です。,為替レート 米ドル＊ 150円 ユーロ＊ 174円,トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,13
Q0063,2026年3月期第3四半期決算サマリーにおいて、通期見通しの営業利益を圧迫する「関税影響」のマイナス要因はいくらと試算されていますか？,answerable,simple,"1兆4,500億円です。","今年度新たに生じた関税影響１兆4,500億円のマイナス要因に対し、原価改善や営業面の努力を積み上げてきたことで、減益幅を縮小",トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,3
Q0064,トヨタ自動車の2025.4-12（9ヶ月累計）実績における所在地別営業利益で、前年同期比で唯一利益が増加した地域はどこですか？,answerable,reasoning,「その他地域」です。日本、北米、欧州、アジアが減益（△表示）であるのに対し、その他地域は+742億円となっています。,"所在地別営業利益（９ヶ月累計） 日本 △5,389 北米 △2,099 欧州 △583 アジア △352 その他地域 +742",トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,8
Q0065,2026年3月期の連結販売台数見通し（今回見通し）において、電動車比率は前期実績の46.2%から何パーセントに上昇すると予測されていますか？,answerable,reasoning,48.2%に上昇すると予測されています。,"電動車 [比率] 4,748 [46.2%] 5,060 [48.2%]",トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,11
Q0066,トヨタ自動車のブラジル・ポルトフェリス工場が暴風雨で被災した後、組立工場が再開されるまでにかかった期間と、エンジン生産が再開されるまでにかかった期間はそれぞれどれくらいですか？,answerable,simple,組立工場は被災から2ヶ月後、エンジン生産は4ヶ月後に再開されました。,被災から２ヶ月後に組立⼯場再開 ４ヶ月後に生産設備移設 エンジン生産も再開,トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,12
Q0067,"2026年3月期第3四半期（9ヶ月累計）の連結営業利益が前年同期の36,794億円から31,967億円へ減少した要因のうち、「諸経費の増減・低減努力」によるマイナス影響額の内訳として、関税影響はいくら含まれていますか？",answerable,reasoning,"12,000億円（1兆2,000億円）のマイナス影響が含まれています。","諸経費の増減・低減努力＊3 △14,650 うち、関税影響 △ 12,000",トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,7
Q0068,2026年3月期第3四半期の「実績（9ヶ月累計）」と「通期見通し（今回）」の両方において、BEV（電気自動車）の販売台数（小売）は前年または前期と比較して増加・減少のどちらの傾向にありますか？,answerable,multi_chunk,どちらも増加傾向にあります。9ヶ月累計実績では前年同期110千台から164千台へ、通期見通しでは前期実績145千台から251千台へと増加が予測されています。,BEV 110 164（5ページ）、BEV 145 251（11ページ）,トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,"5, 11"
Q0069,トヨタ自動車が2026年3月期第3四半期決算で発表した、次世代ソリッドステートバッテリーの具体的な量産開始日と販売価格はいくらですか？,unanswerable,N/A,,,トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,
Q0070,トヨタ自動車の2026年3月期決算資料において、競合他社であるフォルクスワーゲングループの同期間の連結販売台数との比較データは記載されていますか？,unanswerable,N/A,,,トヨタ自_2026年3月期第３四半期決算報告プレゼンテーション資料 .pdf,
Q0071,株式会社ビューティガレージの2025年度第3四半期累計における連結売上高は何百万円ですか？,answerable,simple,"27,838百万円です。","■売上高 27,838 百万円 前年同期比 113.8%",ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,4
Q0072,ビューティガレージの物販事業において、2025年度3Q累計の「化粧品・材料」の売上比率は何％に達していますか？,answerable,simple,65.4％です。,化粧品・材料 売上比率 65.4％,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,11
Q0073,2025年度3Q累計において、ビューティガレージの店舗設計事業のセグメント利益が前年同期比で大幅に減少した主な理由は何ですか？,answerable,reasoning,4Qへの案件集中により3Qの進捗が振るわなかったことに加え、資材や材料費の高騰により売上総利益率が低下傾向にあるためです。,4Qに案件が集中している背景もあり、3Qは売上・利益共に低調な結果となった。資材や材料費の高騰で、売上総利益率も低下傾向。,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,14
Q0074,ビューティガレージが2025年12月に100％子会社化した、医療・美容クリニック向け機器販売を行う企業の旧社名と現在の社名を教えてください。,answerable,simple,旧社名は株式会社アルク、現在の社名は株式会社メディカルガレージです。,株式会社アルク（現 株式会社メディカルガレージ）をM&Aによって100％子会社化致しました。,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,20
Q0075,ビューティガレージの2025年度3Q末時点における自己資本比率と流動比率は、2024年度末と比較してそれぞれどのように変化しましたか？,answerable,reasoning,自己資本比率は46.9％から46.7％へわずかに低下しましたが、流動比率は204.3％から210.5％へと向上しました。,自己資本比率 46.9％ 46.7％ 流動比率 204.3％ 210.5％,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,9
Q0076,ビューティガレージの物販事業における「EC売上高」と、ソリューション事業の「売上高」を合算すると、2025年度3Q累計でいくらになりますか？,answerable,multi_chunk,"22,797百万円です（EC売上高20,576百万円 ＋ ソリューション事業売上高2,221百万円）。","■EC売上高 20,576 百万円（12ページ） ■売上高 2,221 百万円（17ページ）",ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,"12,17"
Q0077,ビューティガレージの「Salon.EC」サービスにおいて、2029年度に目標としている流通額はいくらですか？,answerable,simple,30億円です。,Salon.EC流通額目標：30億円（2029年度）,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,22
Q0078,ビューティガレージの2025年度3Q累計の販管費において、前年同期比で最も高い増加率（％）を示した項目は何ですか？,answerable,reasoning,「のれん償却/減価償却費」で、前年同期比205.9%となっています。,のれん償却/減価償却費 107 220 205.9%,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,7
Q0079,ビューティガレージが2026年2月に発生したクレジットカード情報漏洩の可能性を受けて実施している、フォレンジック調査の完了予定時期はいつですか？,answerable,simple,2026年3月末頃の完了を予定しています。,外部の専門機関によるフォレンジック調査を実施中（2026年3月末頃の完了予定）,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,21
Q0080,ビューティガレージの2026年度以降の配当性向に関する具体的な数値目標はどのように設定されていますか？,unanswerable,N/A,,,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,
Q0081,ビューティガレージの競合他社であるタカラベルモント株式会社と比較した際の、2025年度の市場シェアの差は何％ですか？,unanswerable,N/A,,,ビューティガレージ_2026年４月期　第３四半期決算補足説明資料 .pdf,
